location_key,location_name,city,region,latitude,longitude,country_key
loc-e7d00269bc70b087,"Dudley, West Midlands",Dudley,West Midlands,52.508701,-2.08734,gb
loc-7c5c7db37b14fc42,"Haughton Hill, Shifnal",Haughton Hill,West Midlands,52.677288,-2.400806,gb
loc-2cbc307c528aef4a,"Herefordshire, West Midlands",Herefordshire,West Midlands,52.076144,-2.732594,gb
loc-512669f21870f24e,"Hyde Lea, Stafford",Hyde Lea,West Midlands,52.806101,-2.115545,gb
loc-10fbc1318f91b6da,"Ladywood, Birmingham",Ladywood,West Midlands,52.468667,-1.923337,gb
loc-3739e3ba29b8b494,"Longford, Coventry",Longford,West Midlands,52.448266,-1.490278,gb
loc-0aac2c2cc2296cdf,"Marston Green, Birmingham",Marston Green,West Midlands,52.467676,-1.755943,gb
loc-571a8a3515e8fb22,"May Bank, Newcastle",May Bank,West Midlands,53.024601,-2.21678,gb
loc-8c837bbd03a3f544,"Millisons Wood, Coventry",Millisons Wood,West Midlands,52.434166,-1.604641,gb
loc-b2cb18b55f1400a4,"Minworth Industrial Park, Minworth",Minworth Industrial Park,West Midlands,52.525949,-1.773794,gb
loc-f785590106515986,"Newbold, Rugby",Newbold,West Midlands,52.3904,-1.28033,gb
loc-e92be7159784723d,"Northfield, Birmingham",Northfield,West Midlands,52.408506,-1.960942,gb
loc-639359c38c76859e,"Nuneaton, Warwickshire",Nuneaton,West Midlands,52.523399,-1.46509,gb
loc-f0bdccdc22fa1ce5,"Oakengates, Telford",Oakengates,West Midlands,52.694361,-2.454926,gb
loc-e1a9d18038540fa2,"Old Park, Telford",Old Park,West Midlands,52.683334,-2.458878,gb
loc-5da7bcfcfb0d7090,"Ross-On-Wye, Herefordshire",Ross-On-Wye,West Midlands,51.9142,-2.58352,gb
loc-b9d4bedf97e5a074,"Rugby, Warwickshire",Rugby,West Midlands,52.373199,-1.26174,gb
loc-33fe7237f49fcb9b,"Snedshill, Telford",Snedshill,West Midlands,52.682804,-2.43269,gb
loc-4c7827eca1fbd2a7,"Solihull, West Midlands",Solihull,West Midlands,52.4147,-1.7743,gb
loc-5cb745cbc6e7c737,"Sparkhill, Birmingham",Sparkhill,West Midlands,52.447616,-1.866065,gb
loc-1b22cca65d5e8502,"Stoke-On-Trent, Staffordshire",Stoke-On-Trent,West Midlands,53.026501,-2.17664,gb
loc-629d36a8a8ae7582,"Sutton Coldfield, West Midlands",Sutton Coldfield,West Midlands,52.5588,-1.80295,gb
loc-38501712151a4cc8,"Telford, Shropshire",Telford,West Midlands,52.647999,-1.7081,gb
loc-71b07a3a2ee13ef1,"Town Centre, Telford",Town Centre,West Midlands,52.679773,-2.449921,gb
loc-672f49a29c7d4d47,"Tram Inn, Hereford",Tram Inn,West Midlands,52.059573,-2.727541,gb
loc-09e4520151a69560,"Wall Heath, Kingswinford",Wall Heath,West Midlands,52.498349,-2.165019,gb
loc-abc887b7135de2e2,"Walsall, West Midlands",Walsall,West Midlands,52.585899,-1.98229,gb
loc-2557281e9926dba8,"Warwick, Warwickshire",Warwick,West Midlands,52.281898,-1.58447,gb
loc-62b0b8475ad567d8,"Warwickshire, West Midlands",Warwickshire,West Midlands,52.304095,-1.552465,gb
loc-8c484e71cd922ada,"Water Orton, Birmingham",Water Orton,West Midlands,52.504408,-1.730087,gb
loc-e60f1a8a63653e83,"West Bromwich, West Midlands",West Bromwich,West Midlands,52.519299,-1.99987,gb
loc-e4fd9bc4111f4188,"West Midlands, UK",West Midlands,West Midlands,52.509745,-2.355658,gb
loc-e639b751c366ec6f,"Wolverhampton, West Midlands",Wolverhampton,West Midlands,52.585701,-2.12925,gb
loc-ce9160ba8a2b773c,"Woodloes Park, Warwick",Woodloes Park,West Midlands,52.286513,-1.581811,gb
loc-336e83eed7f857bb,"Worcester, Worcestershire",Worcester,West Midlands,,,gb
loc-6e927c424305c95f,"Armley, Leeds",Armley,Yorkshire And The Humber,53.788848,-1.600465,gb
loc-aeaa4c410fa72411,"Barnsley, South Yorkshire",Barnsley,Yorkshire And The Humber,53.552898,-1.48127,gb
loc-df4628696d94695e,"Bradford, West Yorkshire",Bradford,Yorkshire And The Humber,53.7939,-1.75244,gb
loc-ba1ac42253e80be4,"Carleton, Skipton",Carleton,Yorkshire And The Humber,53.957718,-2.025887,gb
loc-bc04a94b2c9b866d,"Doncaster, South Yorkshire",Doncaster,Yorkshire And The Humber,53.522999,-1.13376,gb
loc-88f85b87977a76d7,"East Carlton, Yeadon",East Carlton,Yorkshire And The Humber,53.866079,-1.684111,gb
loc-6c2f7f373192683b,"Full Sutton, York",Full Sutton,Yorkshire And The Humber,53.98565,-0.868594,gb
loc-64d2c58e95d6e3f6,"Grimsby, North East Lincolnshire",Grimsby,Yorkshire And The Humber,53.565399,-0.075187,gb
loc-b29287f1f7d6f727,"Halifax, West Yorkshire",Halifax,Yorkshire And The Humber,53.7244,-1.86158,gb
loc-23541822ac4128d6,"Heeley, Sheffield",Heeley,Yorkshire And The Humber,53.353128,-1.470141,gb
loc-483e8376326138df,"Holbeck, Leeds",Holbeck,Yorkshire And The Humber,53.791537,-1.547812,gb
loc-ca0f73e3d00e5e0c,"Huddersfield, West Yorkshire",Huddersfield,Yorkshire And The Humber,53.645199,-1.78493,gb
loc-a897146b5c16403c,"Hull, East Riding Of Yorkshire",Hull,Yorkshire And The Humber,,,gb
loc-2adb381832a2afa3,"Hyde Park, Leeds",Hyde Park,Yorkshire And The Humber,53.815909,-1.560123,gb
loc-e448beb434076464,"Hyde Park, Doncaster",Hyde Park,Yorkshire And The Humber,53.519022,-1.118974,gb
loc-36771c6f33e167e5,"Immingham Dock, Immingham",Immingham Dock,Yorkshire And The Humber,53.619071,-0.214853,gb
loc-d59a1a62294b704b,"Kilburn, York",Kilburn,Yorkshire And The Humber,54.209017,-1.214985,gb
loc-569c78120498d948,"Kirkhamgate, Wakefield",Kirkhamgate,Yorkshire And The Humber,53.701636,-1.549994,gb
loc-f02259f7249a028d,"Leeds, West Yorkshire",Leeds,Yorkshire And The Humber,53.799599,-1.54912,gb
loc-8242afc5ce90eb22,"Marton-In-Cleveland, Middlesbrough",Marton-In-Cleveland,Yorkshire And The Humber,54.528702,-1.19527,gb
loc-1157a306b15340e6,"Norton, Sheffield",Norton,Yorkshire And The Humber,53.375878,-1.466785,gb
loc-39557bd51f754e62,"Rotherham, South Yorkshire",Rotherham,Yorkshire And The Humber,53.430199,-1.3569,gb
loc-e93d880ea0fda7e7,"Sheffield, South Yorkshire",Sheffield,Yorkshire And The Humber,53.383099,-1.4648,gb
loc-ed8bf03941e60fd4,"Shipley, West Yorkshire",Shipley,Yorkshire And The Humber,53.835899,-1.77684,gb
loc-226c8df8305b6116,"Tingley, Wakefield",Tingley,Yorkshire And The Humber,53.723803,-1.567406,gb
loc-fe71e8dd0d777a05,"Wakefield, West Yorkshire",Wakefield,Yorkshire And The Humber,53.682999,-1.4991,gb
loc-7f4dd18b5ea2ee42,"West Yorkshire, Yorkshire And The Humber",West Yorkshire,Yorkshire And The Humber,53.747448,-1.673783,gb
loc-d0f86ae96ea1d17c,"Whitwood, Castleford",Whitwood,Yorkshire And The Humber,53.713532,-1.397375,gb
loc-e80de3d0630dc68a,"York, North Yorkshire",York,Yorkshire And The Humber,53.957699,-1.08229,gb
loc-e120cddf15f151bc,UK,,,55.86026,-4.25596,gb
