job_key,snapshot_date_key,country_key,role_key,search_term,query_page,query_result_position,estimated_job_count
es-5716298368,20260905,es,BI,BI analyst,1,11,12
es-5716635479,20260905,es,BA,business analyst,4,156,174
es-5716635479,20260905,es,BI,business intelligence analyst,1,5,6
es-5716635479,20260905,es,DA,data analyst,4,158,183
es-5717352370,20260905,es,BA,business analyst,4,155,174
es-5717352370,20260905,es,BI,business intelligence analyst,1,4,6
es-5717352370,20260905,es,DA,data analyst,4,157,183
es-5718777969,20260905,es,BA,business analyst,4,154,174
es-5718777969,20260905,es,DA,data analyst,4,156,183
es-5724647242,20260905,es,DA,data analyst,4,155,183
es-5724649232,20260905,es,DA,data analyst,4,154,183
es-5727385101,20260905,es,BA,analista de negocio,1,8,8
es-5727390046,20260905,es,BA,business analyst,4,153,174
es-5727681262,20260905,es,BI,BI analyst,1,10,12
es-5727681262,20260905,es,DA,data analyst,4,153,183
es-5727802231,20260905,es,DA,analista de datos,1,26,29
es-5728541860,20260905,es,BA,business analyst,4,152,174
es-5728543636,20260905,es,DA,data analyst,4,152,183
es-5729388183,20260905,es,DA,data analyst,4,151,183
es-5729388186,20260905,es,BA,business analyst,4,151,174
es-5729465317,20260905,es,DA,data analyst,3,150,183
es-5733359643,20260905,es,BA,business analyst,3,150,174
es-5733359703,20260905,es,BA,business analyst,3,149,174
es-5741905961,20260905,es,DA,data analyst,3,149,183
es-5742532966,20260905,es,BA,business analyst,3,148,174
es-5743996351,20260905,es,DA,data analyst,3,148,183
es-5745004276,20260905,es,DA,data analyst,3,147,183
es-5748434539,20260905,es,DA,data analyst,3,146,183
es-5749558087,20260905,es,DA,data analyst,3,145,183
es-5749589355,20260905,es,BI,analista BI,1,7,8
es-5751211477,20260905,es,DA,data analyst,3,144,183
es-5751245740,20260905,es,DA,data analyst,3,143,183
es-5752846256,20260905,es,DA,data analyst,3,142,183
es-5752881648,20260905,es,BA,business analyst,3,146,174
es-5752881656,20260905,es,BA,business analyst,3,147,174
es-5752881669,20260905,es,DA,analista de datos,1,25,29
es-5753696198,20260905,es,DA,data analyst,3,141,183
es-5755773151,20260905,es,DA,data analyst,3,140,183
es-5755773975,20260905,es,BI,BI analyst,1,9,12
es-5756959457,20260905,es,BA,business analyst,3,145,174
es-5756959460,20260905,es,BA,business analyst,3,144,174
es-5757176860,20260905,es,BA,business analyst,3,143,174
es-5757435367,20260905,es,DA,data analyst,3,139,183
es-5757544454,20260905,es,DA,data analyst,3,138,183
es-5758393861,20260905,es,DA,analista de datos,1,24,29
es-5759182288,20260905,es,DA,data analyst,3,137,183
es-5759700087,20260905,es,BA,business analyst,3,142,174
es-5761078609,20260905,es,DA,data analyst,3,136,183
es-5761078622,20260905,es,BA,business analyst,3,141,174
es-5761853071,20260905,es,BA,business analyst,3,140,174
es-5763015185,20260905,es,BA,business analyst,3,139,174
es-5763016291,20260905,es,BA,business analyst,3,138,174
es-5764608267,20260905,es,BA,business analyst,3,137,174
es-5768404746,20260905,es,DA,data analyst,3,135,183
es-5769095161,20260905,es,DA,analista de datos,1,23,29
es-5769095161,20260905,es,DA,data analyst,3,134,183
es-5769095240,20260905,es,BA,analista de negocio,1,7,8
es-5769205031,20260905,es,BA,business analyst,3,136,174
es-5769875538,20260905,es,BA,business analyst,3,135,174
es-5770246172,20260905,es,BA,business analyst,3,134,174
es-5772801320,20260905,es,BA,business analyst,3,133,174
es-5772801320,20260905,es,DA,data analyst,3,133,183
es-5772822358,20260905,es,DA,data analyst,3,132,183
es-5772841708,20260905,es,DA,data analyst,3,131,183
es-5773204123,20260905,es,DA,data analyst,3,130,183
es-5775499094,20260905,es,BA,business analyst,3,132,174
es-5775801242,20260905,es,BA,business analyst,3,131,174
es-5775849278,20260905,es,BA,business analyst,3,130,174
es-5775903592,20260905,es,BA,business analyst,3,129,174
es-5776910376,20260905,es,BA,business analyst,3,128,174
es-5777371432,20260905,es,BI,analista BI,1,6,8
es-5777371432,20260905,es,DA,analista de datos,1,22,29
es-5777371435,20260905,es,DA,analista de datos,1,21,29
es-5777371447,20260905,es,BA,business analyst,3,127,174
es-5777582600,20260905,es,DA,data analyst,3,129,183
es-5778317579,20260905,es,BA,business analyst,3,126,174
es-5779525202,20260905,es,DA,data analyst,3,128,183
es-5779525298,20260905,es,DA,analista de datos,1,20,29
es-5779542422,20260905,es,BA,business analyst,3,125,174
es-5781090243,20260905,es,DA,data analyst,3,127,183
es-5781890023,20260905,es,BI,BI analyst,1,8,12
es-5782656178,20260905,es,DA,data analyst,3,126,183
es-5784531003,20260905,es,DA,data analyst,3,125,183
es-5785454418,20260905,es,BA,business analyst,3,124,174
es-5787322539,20260905,es,DA,data analyst,3,124,183
es-5788549885,20260905,es,BA,business analyst,3,123,174
es-5788550130,20260905,es,DA,data analyst,3,123,183
es-5788551290,20260905,es,BA,business analyst,3,122,174
es-5789442565,20260905,es,BA,business analyst,3,121,174
es-5790240184,20260905,es,DA,analista de datos,1,19,29
es-5790240230,20260905,es,BI,BI analyst,1,7,12
es-5790240230,20260905,es,BA,business analyst,3,120,174
es-5790664903,20260905,es,BA,business analyst,3,119,174
es-5790664925,20260905,es,BI,BI analyst,1,6,12
es-5790664925,20260905,es,DA,data analyst,3,122,183
es-5792261645,20260905,es,DA,data analyst,3,121,183
es-5793794799,20260905,es,DA,data analyst,3,120,183
es-5794830031,20260905,es,BA,business analyst,3,118,174
es-5794830031,20260905,es,BI,business intelligence analyst,1,3,6
es-5795133088,20260905,es,BA,business analyst,3,117,174
es-5795188847,20260905,es,BA,business analyst,3,116,174
es-5795188848,20260905,es,DA,data analyst,3,119,183
es-5795188858,20260905,es,DA,analista de datos,1,18,29
es-5795188874,20260905,es,BA,business analyst,3,115,174
es-5796275001,20260905,es,BA,business analyst,3,114,174
es-5796276181,20260905,es,DA,data analyst,3,118,183
es-5798345034,20260905,es,DA,data analyst,3,117,183
es-5798605394,20260905,es,DA,data analyst,3,116,183
es-5801923689,20260905,es,DA,data analyst,3,115,183
es-5801930193,20260905,es,DA,data analyst,3,114,183
es-5802304797,20260905,es,BA,business analyst,3,113,174
es-5802390840,20260905,es,DA,data analyst,3,113,183
es-5802409104,20260905,es,BI,BI analyst,1,5,12
es-5802409104,20260905,es,DA,data analyst,3,112,183
es-5804096726,20260905,es,BA,business analyst,3,112,174
es-5804102715,20260905,es,DA,data analyst,3,111,183
es-5804499903,20260905,es,BA,business analyst,3,110,174
es-5804499903,20260905,es,DA,data analyst,3,107,183
es-5804499904,20260905,es,DA,data analyst,3,109,183
es-5804499906,20260905,es,DA,data analyst,3,108,183
es-5804499911,20260905,es,BA,business analyst,3,111,174
es-5804499912,20260905,es,DA,data analyst,3,110,183
es-5804499919,20260905,es,DA,data analyst,3,106,183
es-5804499920,20260905,es,BA,business analyst,3,108,174
es-5804499921,20260905,es,BA,business analyst,3,109,174
es-5805218141,20260905,es,DA,data analyst,3,105,183
es-5805256753,20260905,es,DA,data analyst,3,104,183
es-5805466910,20260905,es,DA,data analyst,3,103,183
es-5805845515,20260905,es,BA,business analyst,3,107,174
es-5805845815,20260905,es,BA,business analyst,3,106,174
es-5805910251,20260905,es,DA,data analyst,3,102,183
es-5806611926,20260905,es,BA,business analyst,3,105,174
es-5806932448,20260905,es,BA,business analyst,3,104,174
es-5807567705,20260905,es,DA,analista de datos,1,17,29
es-5807567789,20260905,es,BA,business analyst,3,103,174
es-5807568221,20260905,es,BA,business analyst,3,102,174
es-5807568381,20260905,es,DA,data analyst,3,101,183
es-5808917016,20260905,es,DA,data analyst,2,100,183
es-5809366771,20260905,es,BA,business analyst,3,101,174
es-5811212058,20260905,es,BA,business analyst,2,100,174
es-5811218534,20260905,es,DA,data analyst,2,99,183
es-5811519298,20260905,es,DA,analista de datos,1,16,29
es-5811519595,20260905,es,DA,data analyst,2,98,183
es-5811523003,20260905,es,DA,data analyst,2,97,183
es-5811523768,20260905,es,BA,business analyst,2,99,174
es-5811672920,20260905,es,BA,business analyst,2,98,174
es-5812739545,20260905,es,BA,business analyst,2,97,174
es-5812975128,20260905,es,BA,business analyst,2,96,174
es-5813471620,20260905,es,BA,business analyst,2,95,174
es-5813471622,20260905,es,BA,business analyst,2,94,174
es-5814612643,20260905,es,DA,data analyst,2,96,183
es-5814614706,20260905,es,DA,data analyst,2,95,183
es-5815003253,20260905,es,BA,business analyst,2,93,174
es-5815067896,20260905,es,DA,data analyst,2,94,183
es-5815897769,20260905,es,BA,business analyst,2,92,174
es-5815899015,20260905,es,DA,data analyst,2,93,183
es-5816882064,20260905,es,DA,data analyst,2,92,183
es-5816886466,20260905,es,DA,data analyst,2,91,183
es-5816887070,20260905,es,DA,data analyst,2,90,183
es-5816888575,20260905,es,DA,analista de datos,1,15,29
es-5816888575,20260905,es,BA,analista de negocio,1,6,8
es-5816889149,20260905,es,DA,data analyst,2,89,183
es-5817668350,20260905,es,DA,data analyst,2,88,183
es-5818054313,20260905,es,DA,analista de datos,1,14,29
es-5819155335,20260905,es,BA,business analyst,2,91,174
es-5819525301,20260905,es,BA,business analyst,2,90,174
es-5819735866,20260905,es,BA,business analyst,2,89,174
es-5820783942,20260905,es,DA,data analyst,2,87,183
es-5820880710,20260905,es,DA,data analyst,2,86,183
es-5821484196,20260905,es,BA,business analyst,2,88,174
es-5822105505,20260905,es,DA,analista de datos,1,13,29
es-5822105512,20260905,es,BA,business analyst,2,87,174
es-5822105517,20260905,es,DA,data analyst,2,85,183
es-5822105536,20260905,es,BI,analista BI,1,5,8
es-5822127039,20260905,es,BA,business analyst,2,86,174
es-5822127039,20260905,es,DA,data analyst,2,84,183
es-5822127739,20260905,es,DA,data analyst,2,83,183
es-5822582301,20260905,es,DA,data analyst,2,82,183
es-5823528096,20260905,es,BA,business analyst,2,85,174
es-5823530887,20260905,es,BA,business analyst,2,84,174
es-5825429896,20260905,es,BA,business analyst,2,83,174
es-5825429896,20260905,es,BI,business intelligence analyst,1,2,6
es-5826399292,20260905,es,DA,analista de datos,1,12,29
es-5826930088,20260905,es,BA,business analyst,2,81,174
es-5826930123,20260905,es,BA,business analyst,2,82,174
es-5827420415,20260905,es,BA,business analyst,2,80,174
es-5827484280,20260905,es,BA,analista de negocio,1,5,8
es-5827489363,20260905,es,BA,business analyst,2,79,174
es-5828841183,20260905,es,DA,data analyst,2,81,183
es-5828841240,20260905,es,DA,data analyst,2,80,183
es-5829212079,20260905,es,DA,data analyst,2,79,183
es-5830168260,20260905,es,BA,business analyst,2,78,174
es-5831007196,20260905,es,DA,data analyst,2,78,183
es-5831622577,20260905,es,BA,business analyst,2,77,174
es-5831622821,20260905,es,BA,business analyst,2,76,174
es-5831663786,20260905,es,DA,data analyst,2,75,183
es-5831663787,20260905,es,DA,data analyst,2,76,183
es-5831663790,20260905,es,DA,data analyst,2,77,183
es-5831663808,20260905,es,BA,analista de negocio,1,4,8
es-5831682141,20260905,es,BA,business analyst,2,75,174
es-5831947917,20260905,es,BI,BI analyst,1,4,12
es-5831947917,20260905,es,BA,business analyst,2,74,174
es-5831947917,20260905,es,DA,data analyst,2,74,183
es-5831947933,20260905,es,DA,data analyst,2,73,183
es-5832297089,20260905,es,DA,data analyst,2,72,183
es-5833078922,20260905,es,BA,business analyst,2,73,174
es-5833173127,20260905,es,BI,analista BI,1,4,8
es-5833175641,20260905,es,DA,data analyst,2,71,183
es-5833175918,20260905,es,DA,data analyst,2,70,183
es-5833180127,20260905,es,BA,business analyst,2,72,174
es-5833180196,20260905,es,DA,data analyst,2,69,183
es-5833183483,20260905,es,DA,data analyst,2,68,183
es-5834448734,20260905,es,BA,business analyst,2,71,174
es-5834449339,20260905,es,BA,business analyst,2,70,174
es-5834450385,20260905,es,BI,BI analyst,1,3,12
es-5834452055,20260905,es,DA,data analyst,2,67,183
es-5834452112,20260905,es,BA,analista de negocio,1,3,8
es-5835329603,20260905,es,BA,business analyst,2,69,174
es-5835351026,20260905,es,BA,business analyst,2,68,174
es-5835351268,20260905,es,DA,data analyst,2,66,183
es-5835846461,20260905,es,BA,business analyst,2,67,174
es-5836460035,20260905,es,DA,data analyst,2,65,183
es-5836461020,20260905,es,DA,data analyst,2,64,183
es-5837896345,20260905,es,DA,data analyst,2,63,183
es-5838199216,20260905,es,BA,business analyst,2,66,174
es-5838725798,20260905,es,BA,business analyst,2,65,174
es-5839930698,20260905,es,BA,business analyst,2,64,174
es-5840002498,20260905,es,BA,business analyst,2,63,174
es-5840003172,20260905,es,DA,analista de datos,1,11,29
es-5840004496,20260905,es,BA,business analyst,2,62,174
es-5840008267,20260905,es,BA,business analyst,2,61,174
es-5840008880,20260905,es,DA,data analyst,2,62,183
es-5841410469,20260905,es,BA,business analyst,2,60,174
es-5841477025,20260905,es,DA,analista de datos,1,8,29
es-5841477028,20260905,es,DA,analista de datos,1,9,29
es-5841477029,20260905,es,DA,data analyst,2,61,183
es-5841477041,20260905,es,DA,analista de datos,1,10,29
es-5841481504,20260905,es,BA,business analyst,2,59,174
es-5841483165,20260905,es,BA,business analyst,2,58,174
es-5841483670,20260905,es,BA,business analyst,2,57,174
es-5842845523,20260905,es,DA,data analyst,2,60,183
es-5842845776,20260905,es,DA,data analyst,2,59,183
es-5842845804,20260905,es,DA,data analyst,2,58,183
es-5842846465,20260905,es,DA,data analyst,2,56,183
es-5842846466,20260905,es,DA,data analyst,2,57,183
es-5842846655,20260905,es,DA,data analyst,2,55,183
es-5844045073,20260905,es,DA,data analyst,2,54,183
es-5845483674,20260905,es,DA,data analyst,2,53,183
es-5845483714,20260905,es,BA,business analyst,2,56,174
es-5846288432,20260905,es,BA,business analyst,2,55,174
es-5846295281,20260905,es,BI,analista BI,1,3,8
es-5846566085,20260905,es,BA,business analyst,2,54,174
es-5846566085,20260905,es,DA,data analyst,2,52,183
es-5846769007,20260905,es,BA,business analyst,2,53,174
es-5847858891,20260905,es,BA,business analyst,2,52,174
es-5847858891,20260905,es,DA,data analyst,2,51,183
es-5847928313,20260905,es,BA,business analyst,2,51,174
es-5847928313,20260905,es,DA,data analyst,1,50,183
es-5848696994,20260905,es,BI,analista BI,1,2,8
es-5849310743,20260905,es,BA,business analyst,1,50,174
es-5849364519,20260905,es,BA,business analyst,1,49,174
es-5849618350,20260905,es,BA,business analyst,1,48,174
es-5849618350,20260905,es,DA,data analyst,1,49,183
es-5849713446,20260905,es,DA,data analyst,1,48,183
es-5850719036,20260905,es,BA,business analyst,1,47,174
es-5850719037,20260905,es,DA,analista de datos,1,6,29
es-5850719041,20260905,es,DA,analista de datos,1,7,29
es-5852180548,20260905,es,BA,business analyst,1,46,174
es-5852211253,20260905,es,DA,data analyst,1,47,183
es-5852212327,20260905,es,DA,data analyst,1,46,183
es-5853440777,20260905,es,DA,data analyst,1,45,183
es-5853440938,20260905,es,BA,business analyst,1,45,174
es-5853441056,20260905,es,BA,analista de negocio,1,2,8
es-5853441347,20260905,es,DA,data analyst,1,44,183
es-5853441702,20260905,es,DA,data analyst,1,43,183
es-5854610741,20260905,es,BA,business analyst,1,44,174
es-5854612154,20260905,es,DA,data analyst,1,42,183
es-5855789317,20260905,es,BA,business analyst,1,43,174
es-5855789317,20260905,es,BI,business intelligence analyst,1,1,6
es-5855789317,20260905,es,DA,data analyst,1,41,183
es-5856423548,20260905,es,BI,BI analyst,1,2,12
es-5856423548,20260905,es,DA,data analyst,1,40,183
es-5856690559,20260905,es,DA,analista de datos,1,5,29
es-5857251291,20260905,es,BA,business analyst,1,42,174
es-5857251293,20260905,es,BA,business analyst,1,41,174
es-5857298502,20260905,es,DA,data analyst,1,39,183
es-5857315544,20260905,es,BA,business analyst,1,40,174
es-5858021855,20260905,es,BA,business analyst,1,39,174
es-5858022178,20260905,es,BA,business analyst,1,38,174
es-5858113036,20260905,es,BA,business analyst,1,37,174
es-5859470325,20260905,es,BI,analista BI,1,1,8
es-5859470325,20260905,es,DA,analista de datos,1,4,29
es-5859470328,20260905,es,BA,business analyst,1,36,174
es-5859470330,20260905,es,DA,analista de datos,1,3,29
es-5859486123,20260905,es,DA,data analyst,1,38,183
es-5860792312,20260905,es,DA,data analyst,1,37,183
es-5860793667,20260905,es,BA,business analyst,1,35,174
es-5860876076,20260905,es,BA,business analyst,1,34,174
es-5860876260,20260905,es,BA,business analyst,1,33,174
es-5860876510,20260905,es,BA,business analyst,1,32,174
es-5860876693,20260905,es,BA,business analyst,1,31,174
es-5860876702,20260905,es,BA,business analyst,1,30,174
es-5860876784,20260905,es,DA,data analyst,1,36,183
es-5860876791,20260905,es,DA,data analyst,1,35,183
es-5860877226,20260905,es,BA,business analyst,1,29,174
es-5860877511,20260905,es,DA,data analyst,1,34,183
es-5861953952,20260905,es,DA,data analyst,1,33,183
es-5862004925,20260905,es,BA,business analyst,1,28,174
es-5862803275,20260905,es,DA,data analyst,1,32,183
es-5863094494,20260905,es,DA,data analyst,1,31,183
es-5863165497,20260905,es,BA,business analyst,1,27,174
es-5863165538,20260905,es,DA,data analyst,1,30,183
es-5863173131,20260905,es,BA,business analyst,1,26,174
es-5863174231,20260905,es,DA,data analyst,1,29,183
es-5864029874,20260905,es,BA,business analyst,1,24,174
es-5864029875,20260905,es,BA,business analyst,1,25,174
es-5865208293,20260905,es,BA,business analyst,1,23,174
es-5866597031,20260905,es,BA,business analyst,1,22,174
es-5866702428,20260905,es,BA,business analyst,1,21,174
es-5866704344,20260905,es,BA,business analyst,1,20,174
es-5866754797,20260905,es,DA,analista de datos,1,2,29
es-5867624531,20260905,es,BA,business analyst,1,17,174
es-5867624534,20260905,es,BA,business analyst,1,19,174
es-5867624537,20260905,es,BA,business analyst,1,18,174
es-5867624580,20260905,es,BA,business analyst,1,16,174
es-5868522660,20260905,es,DA,data analyst,1,28,183
es-5868522682,20260905,es,BA,business analyst,1,15,174
