job_key,snapshot_date,country_code,country,primary_role_family,has_salary,workplace_type
de-5853621838,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854367551,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854367552,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854419151,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854419273,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854422641,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854427911,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854478390,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854692629,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5854821554,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5855327520,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5855434419,2026-09-03,de,Germany,Data Analyst,False,Remote
de-5855435937,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5855591218,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5855599314,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5856263806,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5856263876,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5856263975,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5856676532,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5856974440,2026-09-03,de,Germany,Data Analyst,True,Not specified
de-5857113284,2026-09-03,de,Germany,Data Analyst,False,Hybrid
de-5857315270,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5857319234,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5857626297,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5857799876,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5857805575,2026-09-03,de,Germany,Data Analyst,False,Hybrid
de-5857993681,2026-09-03,de,Germany,Data Analyst,False,Hybrid
de-5858005152,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5858169364,2026-09-03,de,Germany,Data Analyst,True,Not specified
de-5858186004,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858230960,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858237375,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241214,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241215,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241216,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241217,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241220,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241222,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241224,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241225,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241230,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241232,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241233,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241234,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241235,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241236,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241237,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241238,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241239,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241240,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241241,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241243,2026-09-03,de,Germany,Data Analyst,False,Hybrid
de-5858241244,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858241247,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858242933,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5858265769,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858329815,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858487962,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858502266,2026-09-03,de,Germany,Data Analyst,True,Not specified
de-5858502452,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858506058,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858512268,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858577600,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5858661082,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858728979,2026-09-03,de,Germany,Business Analyst,False,On-site
de-5858838387,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5858907192,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5859039489,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859053777,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859080940,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859138443,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859138453,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859138618,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859164772,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859164828,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859165714,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859468594,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859468644,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859468830,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859468831,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859468839,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469035,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469059,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469064,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469066,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469069,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469071,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469073,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469076,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859469085,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859577070,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859577143,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859634053,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859654609,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859654610,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859654611,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859654655,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859864602,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859864704,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859864960,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5859871991,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859884613,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5859890717,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5859891409,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5860576239,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860576256,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5860640287,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860640491,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860672349,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5860709582,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860798575,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5860801882,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860965355,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5860976051,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861020267,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861202126,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5861205144,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861225956,2026-09-03,de,Germany,Data Analyst,True,Not specified
de-5861307583,2026-09-03,de,Germany,Data Analyst,True,Not specified
de-5861314826,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5861335301,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861342350,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861423228,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861819744,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861820478,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861955259,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861988121,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861988136,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994468,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994469,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994470,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994472,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994473,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994478,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994503,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994508,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994509,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994511,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994513,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994826,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994827,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994828,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994829,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994830,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994831,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994832,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994834,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5861994844,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5861994845,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5861994868,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862007375,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862012082,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5862103183,2026-09-03,de,Germany,Data Analyst,False,Remote
de-5862118873,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5862125839,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5862258978,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5862288338,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862329433,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862714695,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862716394,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862717574,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862806904,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862806906,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862806907,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862806951,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5862897810,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862977152,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862977281,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862977730,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862977733,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862977741,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862979192,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862980122,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862980478,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862980652,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5862982633,2026-09-03,de,Germany,Data Analyst,False,Remote
de-5863094623,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5863104389,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863125365,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863125463,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5863142101,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863447350,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863503315,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863612058,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863750862,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863752809,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863811381,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863811463,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5863811858,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5863939617,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864048150,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864048151,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864048154,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864048165,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864048178,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864048207,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864048209,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864096691,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864441500,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864593761,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864749736,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749737,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749745,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5864749751,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749756,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749772,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749782,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864749788,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864750288,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864751829,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864752274,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864752337,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5864753942,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754317,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754326,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754327,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754340,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754347,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754351,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754352,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754355,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754356,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754357,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754360,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754361,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754368,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754374,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754377,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754379,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754412,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754493,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864754539,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5864785135,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864795879,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864798383,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864798580,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864798765,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864798890,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864800064,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5864807023,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5864807653,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865026942,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865037184,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865116840,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865118259,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865119499,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865131385,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865131791,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865131899,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865132455,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5865133388,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5865134438,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865134979,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865136526,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865142866,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5865143951,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865242906,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865808146,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865808878,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865814678,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865823718,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5865824572,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5865994095,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866020234,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866023106,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866120252,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866219447,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5866226827,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866227148,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866229420,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866269363,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866285263,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866312660,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5866317873,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866320361,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866324951,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866330444,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866332256,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5866332635,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5866339947,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866342213,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866343995,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866572896,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5866676670,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676779,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676782,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676789,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676790,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676792,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676799,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676803,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676853,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866676876,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866677108,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866677158,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866725007,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5866919183,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5866919499,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5866943465,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867004154,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867040194,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867042761,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867067715,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867100794,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867100988,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867128805,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867180620,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867197926,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867219861,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867225687,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867230022,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867235006,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867251090,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867256368,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867259205,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867264784,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867276716,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867277494,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867283266,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867288207,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867306490,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867307429,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5867424176,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867425265,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867425267,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867425839,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867426501,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867427657,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5867429706,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867431233,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867436476,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867438953,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867471986,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867625023,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867754936,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867799719,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867875799,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867925161,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867947830,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867955484,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867956442,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867957789,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867957948,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867969320,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5867975001,2026-09-03,de,Germany,Business Analyst,False,Remote
de-5868012694,2026-09-03,de,Germany,Data Analyst,False,Remote
de-5868095631,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868096405,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868154580,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868154596,2026-09-03,de,Germany,BI Analyst,False,Not specified
de-5868157312,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868157506,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868158056,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5868159742,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868160010,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868206952,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868211891,2026-09-03,de,Germany,Data Analyst,False,Not specified
de-5868213464,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868413602,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5868413713,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5868413877,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5868414016,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5868414052,2026-09-03,de,Germany,Business Analyst,True,Not specified
de-5868439002,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868510591,2026-09-03,de,Germany,Business Analyst,False,Not specified
de-5868724453,2026-09-03,de,Germany,Business Analyst,False,Not specified
es-3913351514,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-4338872287,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-4844318797,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5053523221,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5062368554,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5414439868,2026-09-03,es,Spain,Business Analyst,False,Remote
es-5443261819,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5448239326,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5454305538,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5455470367,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5475582558,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5486939001,2026-09-03,es,Spain,Data Analyst,False,Remote
es-5488503517,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5542436881,2026-09-03,es,Spain,Business Analyst,False,Hybrid
es-5549132895,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5552905057,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5556867176,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5584479066,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5584544401,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5602338439,2026-09-03,es,Spain,Data Analyst,False,Remote
es-5605372024,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5638566356,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5642703201,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5642703202,2026-09-03,es,Spain,Business Analyst,False,Hybrid
es-5646338521,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5660680567,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5660680575,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5661996002,2026-09-03,es,Spain,Business Analyst,False,Remote
es-5664289290,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5668783933,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5673565699,2026-09-03,es,Spain,Data Analyst,False,Hybrid
es-5673565897,2026-09-03,es,Spain,Data Analyst,False,Hybrid
es-5673565931,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5681713155,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5683448359,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5686363415,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5687747590,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5687946036,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5691444053,2026-09-03,es,Spain,BI Analyst,False,Remote
es-5693810934,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5698322475,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5698322731,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5701907936,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5702619332,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5705383100,2026-09-03,es,Spain,Business Analyst,False,Not specified
